pmid	year	title	journal	affiliation	country
23894138	2013	GALANT: a Cytoscape plugin for visualizing data as functional landscapes projected onto biological networks.	Bioinformatics (Oxford, England)	Department of Physics and Biophysics, Institute of Biosciences, UNESP Univ Estadual Paulista, Botucatu, São Paulo, Brazil and Institute of Basic Science and Health, Universidade Federal do Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil.	England
23859268	2013	Reconn: a cytoscape plug-in for exploring and visualizing reactome.	Journal of bioinformatics and computational biology	BioModeling and BioInformatics, Department of BioMedical Engineering, Eindhoven University of Technology, Eindhoven, 5600 MB, The Netherlands. W.P.A.Ligtenberg@tue.nl	England
23856141	2013	[Expression of miR-29a in serum of patients with pulmonary tuberculosis and prediction of its function with bioinformatics analysis].	Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases	Department of Medical Microbiology, Weifang Medical University, Weifang 261053, China.	China
23855714	2013	SLiMScape: a protein short linear motif analysis plugin for Cytoscape.	BMC bioinformatics	UCD Conway, Institute of Biomolecular and Biomedical Sciences, University College Dublin, Dublin, Ireland.	England
23847684	2013	Pivotal regulatory network and genes in osteosarcoma.	Archives of medical science : AMS	Department of Spine Surgery, Xiangya Hospital, Central-South University, Changsha, Hunan, P.R. China.	Poland
23846596	2013	T2D@ZJU: a knowledgebase integrating heterogeneous connections associated with type 2 diabetes mellitus.	Database : the journal of biological databases and curation	Pharmaceutical Informatics Institute, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.	England
23837656	2013	RCytoscape: tools for exploratory network analysis.	BMC bioinformatics	Fred Hutchison Cancer Research Institute, Seattle, WA, USA. pshannon@fhcrc.org	England
23771539	2013	Bioinformatics analyses combined microarray identify the desregulated microRNAs in lung cancer.	European review for medical and pharmacological sciences	Departments of Thoracic Surgery, Zhongshan Hospital, Fudan University, Shanghai, China.	Italy
23749961	2013	NOA: a cytoscape plugin for network ontology analysis.	Bioinformatics (Oxford, England)	Department of Computer Science and Christopher S. Bond Life Sciences Center, University of Missouri, Columbia, MO 65211, USA.	United States
23749465	2013	Construction of protein phosphorylation networks by data mining, text mining and ontology integration: analysis of the spindle checkpoint.	Database : the journal of biological databases and curation	Center for Bioinformatics and Computational Biology, 15 Innovation Way, Suite 205, University of Delaware, Newark, DE 19711, USA. ross@dbi.udel.edu	United States
23743336	2013	Clust&amp;See: a Cytoscape plugin for the identification, visualization and manipulation of network clusters.	Bio Systems	Institut de Mathématiques de Luminy, CNRS - FRE3529, Avenue de Luminy, 13288 Marseille Cedex 9, France.	Ireland
23731710	2013	Screening of osteoprotegerin-related feature genes in osteoporosis and functional analysis with DNA microarray.	European journal of medical research	School of Biomedical Engineering, Fourth Military Medical University, No, 17, Changle West Road, Xi'an, Shanxi 710032, China.	England
23731466	2013	Microarray analysis of microRNA expression in peripheral blood mononuclear cells of critically ill patients with influenza A (H1N1).	BMC infectious diseases	MOA Key Laboratory of Animal Biotechnology of National Ministry of Agriculture, Institute of Veterinary Immunology, and Research Laboratory of Virology, Immunology &amp; Bioinformatics, Division of Veterinary Microbiology &amp; Virology, Department of Preventive Veterinary Medicine, College of Veterinary Medicine, Northwest A &amp; F University, Yangling, Xi'an City, Shaanxi Province, 712100, China.	England
23725466	2013	PMTED: a plant microRNA target expression database.	BMC bioinformatics	Key Laboratory of Symbol Computation and Knowledge Engineering of Ministry of Education, College of Computer Science and Technology, Jilin University, Changchun 130012, China.	England
23724694	2013	[Chemoinformatics study on antibacterial activity of traditional Chinese medicine compounds].	Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica	Department of Pharmacy, Fourth Affiliated Hospital of Harbin Medical University, Harbin 150001, China. rhqzxg@163.com	China
23715980	2013	Visualization and analysis of biological networks.	Methods in molecular biology (Clifton, N.J.)	EMBL Outstation-European Bioinformatics Institute, Cambridge, UK.	United States
23715979	2013	Integration of genomic information with biological networks using Cytoscape.	Methods in molecular biology (Clifton, N.J.)	NA	United States
23710289	2013	NRF2-ome: an integrated web resource to discover protein interaction and regulatory networks of NRF2.	Oxidative medicine and cellular longevity	Department of Genetics, Eötvös Loránd University, Pázmány P. s. 1C, H-1117, Budapest, Hungary.	United States
23627759	2013	ContigScape: a Cytoscape plugin facilitating microbial genome gap closing.	BMC genomics	State Key Laboratory of Genetic Engineering, Department of Microbiology, School of Life Sciences, Fudan University, Shanghai 200433, China.	England
23626000	2013	OCSANA: optimal combinations of interventions from network analysis.	Bioinformatics (Oxford, England)	Institut Curie, Paris F-75248, France, INSERM, U900, Paris F-75248, France. paola.vera-licona@curie.fr	England
23625999	2013	NetworkTrail--a web service for identifying and visualizing deregulated subnetworks.	Bioinformatics (Oxford, England)	Center for Bioinformatics, Saarland University, 66041 Saarbrücken, Germany. dstoeckel@bioinf.uni-sb.de	England
23620364	2013	HOMECAT: consensus homologs mapping for interspecific knowledge transfer and functional genomic data integration.	Bioinformatics (Oxford, England)	Department of Neurological, Neuropsychological, Morphological and Motor Sciences, Section of Physiology, University of Verona, Strada le Grazie 8, 37134, Verona, Italy. simone.zorzan@univr.it	England
23616008	2013	A guide to CORNET for the construction of coexpression and protein-protein interaction networks.	Methods in molecular biology (Clifton, N.J.)	Department of Plant Systems Biology, VIB, Gent, Belgium.	United States
23597302	2013	Reaction schemes visualized in network form: the syntheses of strychnine as an example.	Journal of chemical information and modeling	Boehringer Ingelheim Pharmaceuticals, Inc., Ridgefield, Connecticut 06877, United States. john.proudfoot@boehringer-ingelheim.com	United States
23595664	2013	Cytoscape app store.	Bioinformatics (Oxford, England)	Gladstone Institutes, San Francisco, CA 94158, USA.	United States
23595661	2013	NetworkPrioritizer: a versatile tool for network-based prioritization of candidate disease genes or other molecules.	Bioinformatics (Oxford, England)	Max Planck Institute for Informatics, Saarbrücken, Germany.	England
23567935	2013	Health-related effects reported by electronic cigarette users in online forums.	Journal of medical Internet research	University of California, Department of Cell Biology and Neuroscience, University of California, Riverside, CA 92521, United States.	Canada
23552858	2013	PodNet, a protein-protein interaction network of the podocyte.	Kidney international	Department of Anatomy and Cell Biology, University Medicine Greifswald, Greifswald, Germany.	United States
23543444	2013	The PPI network and cluster ONE analysis to explain the mechanism of bladder cancer.	European review for medical and pharmacological sciences	Department of Urology, Yantai Yuhuangding Hospital, Yantai, Shandong Province, China.	Italy
23515068	2013	Construction of a computable network model for DNA damage, autophagy, cell death, and senescence.	Bioinformatics and biology insights	Philip Morris International R&amp;D, Philip Morris Research Laboratories GmbH, Koeln, Germany.	United States
23508968	2013	CytoHiC: a cytoscape plugin for visual comparison of Hi-C networks.	Bioinformatics (Oxford, England)	Computer Laboratory, University of Cambridge, Cambridge CB3 0FD, UK. yolisha@gmail.com	England
23453054	2013	BiNoM 2.0, a Cytoscape plugin for accessing and analyzing pathways using standard systems biology formats.	BMC systems biology	Institut Curie, 26 rue d'Ulm, Paris, F-75248, France.	England
23443765	2013	[Differences in peripheral blood gene expression profiles between liver and kidney transplantation recipients].	Nan fang yi ke da xue xue bao = Journal of Southern Medical University	Huazhong University of Science and Technology, Wuhan, China. xuhonglai1973@163.com	China
23427985	2013	Computational construction of specialized biological networks.	Journal of bioinformatics and computational biology	Bioinformatics/Medical Informatics Department, Bielefeld University, Bielefeld 33615, Germany. hangmaolee@gmail.com	England
23410028	2013	Pivotal role of the muscle-contraction pathway in cryptorchidism and evidence for genomic connections with cardiomyopathy pathways in RASopathies.	BMC medical genomics	Integrative Systems Biology Laboratory, Biological and Environmental Sciences and Engineering Division, Computational Bioscience Research Center, King Abdullah University for Science and Technology, Thuwal, Saudi Arabia. kalokagathos.agon@gmail.com	England
23398688	2013	A survey of protein interaction data and multigenic inherited disorders.	BMC bioinformatics	Department for Molecular Biosciences, University of Oslo, P.O. Box 1041 Blindern, 0316, Oslo, Norway.	England
23368786	2013	Visualization of protein interaction networks: problems and solutions.	BMC bioinformatics	Department of Medical and Surgical Sciences, Magna Graecia University of Catanzaro, Italy.	England
23368516	2013	Expanding the boundaries of local similarity analysis.	BMC genomics	Department of Microbiology &amp; Immunology, University of British Columbia, Vancouver, BC, Canada.	England
23390349	2013	Identification of conserved drought stress responsive gene-network across tissues and developmental stages in rice.	Bioinformation	National Bureau of Plant Genetic Resources, Indian Agricultural Research Institute Campus, New Delhi-110012, India ; Department of Biotechnology, Birla Institute of Technology, Mesra, Ranchi-835215, Jharkhand, India.	Singapore
